,winner,gameDuration,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills
33436,red,1466,blue,blue,blue,red,blue,blue,7,1,0,1,1,8,1,1,0,0
33437,blue,1891,red,blue,blue,blue,blue,blue,9,2,1,1,1,4,0,1,2,0
33438,red,1330,red,red,red,nobody,red,red,1,0,0,0,0,5,1,0,2,1
33439,blue,661,red,blue,blue,nobody,blue,nobody,5,1,0,1,0,0,0,0,0,0
33440,red,1687,blue,blue,red,red,blue,nobody,3,0,0,1,0,11,2,1,1,0
33441,blue,1769,blue,blue,blue,nobody,blue,nobody,8,2,0,2,0,1,0,0,0,0
33442,blue,2047,blue,blue,blue,blue,blue,nobody,11,4,1,3,0,1,0,0,0,0
33443,blue,2219,blue,red,blue,blue,blue,nobody,10,2,1,2,0,3,0,0,0,0
33444,blue,2222,red,blue,blue,blue,red,nobody,8,2,1,0,0,6,0,0,3,0
33445,blue,1907,blue,blue,blue,blue,blue,blue,9,1,1,3,1,3,0,0,0,0
33446,red,1897,blue,red,red,nobody,red,nobody,5,0,0,0,0,10,1,0,2,0
33447,blue,2302,blue,blue,blue,nobody,red,nobody,11,8,0,2,0,1,0,0,1,0
33448,red,1229,blue,red,red,nobody,red,nobody,1,0,0,0,0,7,1,0,1,0
33449,blue,197,red,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33450,blue,2384,red,red,blue,red,blue,nobody,8,2,0,3,0,6,0,2,0,0
33451,blue,2288,blue,blue,red,blue,blue,red,8,1,1,4,0,7,1,0,0,1
33452,blue,1896,blue,red,blue,blue,red,nobody,9,2,1,0,0,2,0,0,2,0
33453,blue,2755,blue,blue,blue,red,red,blue,9,2,0,1,1,7,2,1,4,0
33454,red,2057,red,red,red,red,red,nobody,2,0,0,1,0,7,2,1,2,0
33455,blue,1926,blue,blue,blue,blue,blue,nobody,11,3,1,2,0,3,0,0,0,0
33456,red,1959,red,red,red,red,blue,red,3,0,0,1,0,10,2,1,2,1
33457,blue,2170,red,red,blue,blue,red,nobody,8,2,1,1,0,5,0,0,2,0
33458,red,1950,red,red,red,red,red,nobody,0,0,0,1,0,11,2,1,2,0
33459,red,1875,red,red,red,nobody,blue,red,2,0,0,1,0,11,2,0,3,1
33460,red,2447,blue,blue,red,nobody,blue,nobody,3,0,0,2,0,9,3,0,0,0
33461,blue,1245,red,blue,blue,nobody,blue,blue,7,1,0,1,1,0,0,0,0,0
33462,red,1925,red,red,red,red,red,blue,2,0,0,0,1,10,2,2,2,0
33463,blue,1612,blue,blue,blue,red,red,red,7,1,0,1,0,5,0,1,1,1
33464,blue,1669,blue,blue,blue,blue,red,blue,8,1,1,2,1,0,0,0,1,0
33465,red,1747,blue,red,red,red,red,nobody,1,0,0,1,0,9,1,1,2,0
33466,red,1492,red,red,red,red,red,red,0,0,0,0,0,11,4,1,2,1
33467,red,1720,blue,red,red,nobody,red,nobody,0,0,0,0,0,8,2,0,2,0
33468,red,1885,red,red,red,blue,red,nobody,1,0,1,1,0,11,2,0,2,0
33469,red,2018,red,red,red,red,red,nobody,4,0,0,1,0,10,2,2,2,0
33470,blue,923,blue,blue,nobody,nobody,blue,nobody,2,0,0,1,0,0,0,0,0,0
33471,red,2601,blue,red,red,red,blue,red,2,0,0,1,0,11,4,2,4,1
33472,blue,2419,red,red,blue,blue,red,nobody,8,1,1,3,0,6,0,0,1,0
33473,blue,1627,blue,blue,blue,blue,red,blue,10,2,1,2,1,1,0,0,2,0
33474,red,1410,red,red,nobody,nobody,red,red,0,0,0,1,0,7,0,0,1,1
33475,blue,2491,blue,blue,blue,blue,blue,blue,11,5,1,4,1,3,0,0,0,0
33476,red,1487,blue,red,red,red,red,nobody,1,0,0,0,0,11,3,1,3,0
33477,blue,1723,blue,blue,blue,blue,blue,nobody,10,2,1,3,0,1,0,0,0,0
33478,red,1585,blue,red,red,red,red,nobody,2,0,0,0,0,7,2,1,1,0
33479,red,1936,red,blue,red,red,red,nobody,2,0,0,0,0,10,2,2,3,0
33480,red,194,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33481,blue,1234,blue,red,blue,nobody,nobody,blue,6,1,0,0,1,2,0,0,0,0
33482,red,1242,red,blue,nobody,nobody,red,red,2,0,0,0,0,5,0,0,2,1
33483,red,1868,red,red,red,nobody,red,red,2,0,0,1,0,8,2,0,2,1
33484,blue,195,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33485,red,1851,red,red,red,red,red,nobody,0,0,0,0,0,11,2,1,3,0
33486,red,2386,blue,red,red,red,blue,nobody,1,0,0,2,0,11,3,1,2,0
33487,blue,2019,blue,red,blue,blue,red,red,10,2,1,0,0,5,0,1,3,1
33488,red,2114,red,red,red,red,red,nobody,4,0,0,0,0,9,2,1,4,0
33489,red,1222,red,red,nobody,nobody,red,nobody,0,0,0,0,0,6,0,0,2,0
33490,blue,2015,red,red,blue,red,red,red,8,1,0,2,0,4,0,1,1,1
33491,blue,1428,blue,blue,blue,nobody,red,nobody,8,1,0,1,0,0,0,0,1,0
33492,red,1244,blue,red,red,nobody,blue,red,1,0,0,1,0,11,3,0,1,1
33493,blue,1012,blue,blue,nobody,nobody,blue,nobody,2,0,0,1,0,0,0,0,0,0
33494,red,2231,blue,blue,red,red,blue,blue,5,0,0,2,1,10,2,2,1,0
33495,blue,2416,blue,blue,blue,nobody,blue,blue,11,3,0,2,1,1,0,0,1,0
33496,red,1971,red,red,red,red,red,nobody,2,0,0,0,0,11,3,1,2,0
33497,red,1405,red,red,nobody,nobody,red,nobody,2,0,0,0,0,3,0,0,1,0
33498,blue,1571,blue,blue,blue,blue,blue,blue,10,3,1,2,1,2,0,0,0,0
33499,blue,1204,blue,blue,nobody,nobody,blue,nobody,2,0,0,2,0,0,0,0,0,0
33500,red,1878,blue,blue,red,nobody,red,blue,5,0,0,2,1,10,2,0,1,0
33501,blue,1365,blue,blue,nobody,nobody,blue,red,2,0,0,1,0,1,0,0,0,1
33502,red,1627,red,red,red,red,red,nobody,1,0,0,0,0,9,2,1,2,0
33503,red,1233,blue,red,nobody,nobody,red,nobody,1,0,0,0,0,6,0,0,2,0
33504,blue,2813,red,blue,blue,blue,blue,blue,10,3,1,3,1,5,0,0,1,0
33505,blue,2238,red,red,blue,red,blue,nobody,11,2,0,1,0,5,0,1,2,0
33506,blue,1140,blue,blue,blue,nobody,blue,blue,9,1,0,1,1,1,0,0,0,0
33507,blue,1602,red,blue,blue,nobody,blue,nobody,9,1,0,3,0,1,0,0,0,0
33508,blue,2130,blue,blue,blue,blue,blue,nobody,8,1,1,3,0,3,0,0,0,0
33509,blue,1703,blue,blue,blue,nobody,red,nobody,10,2,0,2,0,0,0,0,1,0
33510,red,3312,blue,red,blue,red,red,nobody,8,3,0,1,0,10,2,2,4,0
33511,blue,2262,blue,red,blue,red,red,nobody,10,3,1,0,0,3,0,1,3,0
33512,red,1755,red,blue,red,red,blue,red,3,0,0,2,0,11,3,1,0,1
33513,red,2082,red,red,red,nobody,red,nobody,4,0,0,1,0,9,1,0,2,0
33514,blue,2488,red,red,red,red,red,red,9,3,0,0,0,8,2,3,3,1
33515,red,2575,blue,red,red,blue,blue,red,10,4,3,4,0,10,4,0,2,1
33516,blue,1716,blue,blue,blue,blue,blue,blue,11,2,1,3,1,1,0,0,0,0
33517,blue,2190,red,blue,blue,blue,blue,red,11,4,1,3,0,3,0,0,0,1
33518,red,2180,blue,red,red,nobody,red,nobody,2,0,0,1,0,10,2,0,2,0
33519,red,1607,red,blue,red,red,blue,red,1,0,0,1,0,10,2,1,1,1
33520,blue,1180,blue,blue,nobody,nobody,blue,blue,5,0,0,1,1,1,0,0,0,0
33521,red,203,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33522,blue,2439,red,red,blue,nobody,blue,red,7,2,0,4,0,4,0,0,0,1
33523,red,1354,blue,blue,red,nobody,red,nobody,2,0,0,0,0,9,2,0,1,0
33524,blue,2187,blue,red,blue,nobody,blue,nobody,9,1,0,3,0,3,0,0,1,0
33525,blue,2281,blue,red,blue,nobody,blue,red,8,2,0,3,0,4,0,0,0,1
33526,red,2531,blue,blue,blue,red,red,red,8,3,0,3,0,7,1,1,2,1
33527,red,2463,blue,blue,red,blue,blue,nobody,6,2,1,1,0,11,5,2,4,0
33528,blue,1913,red,red,blue,nobody,red,nobody,9,2,0,1,0,2,0,0,2,0
33529,red,1798,red,blue,red,nobody,blue,nobody,2,0,0,2,0,10,2,0,0,0
33530,blue,2060,blue,red,blue,blue,red,red,10,1,1,1,0,5,0,0,2,1
33531,blue,1762,blue,red,blue,blue,red,nobody,10,2,1,0,0,2,0,0,2,0
33532,blue,1876,blue,blue,blue,nobody,red,red,11,3,0,2,0,4,0,0,1,1
33533,blue,1483,blue,blue,blue,nobody,blue,blue,9,1,0,1,1,0,0,0,0,0
33534,blue,1372,blue,blue,blue,blue,blue,blue,9,2,1,2,1,0,0,0,0,0
33535,blue,1641,blue,red,blue,blue,blue,red,9,1,1,1,0,7,0,0,2,1
33536,blue,1929,blue,red,blue,blue,blue,red,9,3,1,2,0,4,0,0,0,1
33537,blue,2647,red,red,blue,red,red,nobody,9,2,0,0,0,6,0,1,3,0
33538,red,1549,red,red,red,red,red,red,0,0,0,0,0,11,3,1,3,1
33539,blue,1926,red,blue,blue,blue,red,nobody,10,3,2,0,0,7,0,0,3,0
33540,red,3022,blue,blue,blue,red,red,nobody,5,3,0,1,0,10,2,1,3,0
33541,red,2061,red,blue,red,red,red,nobody,2,0,0,0,0,10,3,2,4,0
33542,red,1553,blue,red,red,nobody,red,nobody,1,0,0,0,0,10,1,0,2,0
33543,red,3106,blue,blue,red,red,red,nobody,8,0,0,2,0,10,3,2,3,0
33544,red,1508,red,red,red,red,red,nobody,0,0,0,0,0,9,3,1,2,0
33545,red,1505,red,red,red,nobody,red,red,0,0,0,0,0,10,2,0,3,1
33546,blue,1850,red,blue,blue,blue,red,nobody,11,2,1,2,0,0,0,0,1,0
33547,red,2102,red,red,red,red,red,nobody,2,0,0,0,0,9,3,1,3,0
33548,red,1773,red,red,red,red,blue,red,2,0,0,1,0,9,3,1,3,1
33549,blue,2851,blue,red,blue,red,red,blue,10,3,0,2,1,6,0,1,3,0
33550,blue,1877,blue,blue,blue,blue,blue,blue,6,1,1,2,1,3,0,0,0,0
33551,red,1754,red,red,red,red,red,red,1,0,0,1,0,8,1,1,3,1
33552,blue,1714,red,blue,blue,nobody,red,blue,9,2,0,1,1,1,0,0,1,0
33553,red,1939,blue,red,red,red,red,blue,3,0,0,0,1,8,1,1,4,0
33554,blue,202,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33555,blue,1392,red,blue,blue,nobody,blue,blue,10,2,0,2,1,0,0,0,0,0
33556,red,1355,blue,red,nobody,nobody,red,nobody,0,0,0,0,0,7,0,0,2,0
33557,blue,1568,blue,red,blue,blue,red,nobody,9,2,1,0,0,2,0,0,3,0
33558,red,1624,red,red,red,red,red,red,2,0,0,0,0,10,2,1,2,1
33559,red,1903,blue,blue,blue,nobody,blue,red,10,1,0,2,0,8,2,0,2,1
33560,red,1672,red,red,red,red,red,red,1,0,0,0,0,11,4,1,2,1
33561,red,2101,red,red,red,red,blue,red,3,0,0,2,0,10,3,1,1,1
33562,blue,1942,blue,blue,blue,nobody,red,red,9,2,0,3,0,1,0,0,1,1
33563,red,1510,blue,red,red,red,red,nobody,0,0,0,0,0,7,1,1,3,0
33564,red,1908,blue,red,red,red,red,nobody,1,0,0,0,0,8,1,1,3,0
33565,blue,192,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33566,red,1877,blue,red,red,nobody,blue,nobody,4,0,0,1,0,11,3,0,2,0
33567,red,1405,blue,red,red,nobody,red,nobody,1,0,0,0,0,7,2,0,1,0
33568,blue,1342,red,blue,blue,blue,blue,red,8,1,1,2,0,1,0,0,1,1
33569,blue,1758,red,red,blue,nobody,blue,nobody,8,2,0,3,0,2,0,0,0,0
33570,blue,1820,blue,blue,blue,blue,blue,blue,10,3,1,3,1,0,0,0,0,0
33571,blue,1026,red,blue,blue,nobody,blue,nobody,8,1,0,1,0,0,0,0,0,0
33572,blue,1827,red,blue,blue,nobody,red,red,10,3,0,2,0,3,0,0,1,1
33573,red,2127,blue,blue,red,nobody,red,nobody,4,0,0,1,0,8,1,0,2,0
33574,red,1772,blue,red,red,nobody,red,blue,2,0,0,0,1,7,2,0,3,0
33575,blue,1646,blue,blue,blue,nobody,blue,blue,7,2,0,1,1,0,0,0,1,0
33576,red,2079,red,red,red,nobody,red,nobody,4,0,0,1,0,7,1,0,3,0
33577,red,2052,blue,red,red,red,red,red,5,0,0,0,0,10,2,1,4,1
33578,blue,1670,blue,blue,blue,nobody,blue,nobody,11,3,0,2,0,0,0,0,0,0
33579,blue,202,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33580,red,2347,blue,red,red,red,red,blue,3,0,0,0,1,10,2,2,4,0
33581,blue,2036,blue,blue,blue,blue,blue,red,11,3,1,1,0,2,0,0,1,1
33582,blue,1526,red,blue,nobody,blue,blue,blue,5,0,1,3,1,2,0,0,0,0
33583,red,197,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33584,blue,199,red,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33585,blue,1961,blue,blue,blue,nobody,blue,nobody,10,2,0,3,0,2,0,0,0,0
33586,blue,1429,red,red,blue,nobody,red,nobody,7,1,0,0,0,2,0,0,2,0
33587,red,1907,blue,red,red,blue,red,red,0,0,1,0,0,11,4,0,4,1
33588,red,1361,red,red,red,nobody,red,red,0,0,0,0,0,10,2,0,2,1
33589,red,1724,red,blue,red,nobody,red,nobody,3,0,0,0,0,7,1,0,1,0
33590,blue,2869,red,blue,blue,blue,red,nobody,11,4,2,1,0,5,0,0,3,0
33591,blue,1289,blue,blue,blue,nobody,blue,blue,6,1,0,1,1,0,0,0,0,0
33592,blue,1700,red,blue,blue,blue,red,nobody,10,2,1,2,0,2,0,0,1,0
33593,red,1720,red,red,red,nobody,red,nobody,0,0,0,0,0,10,2,0,2,0
33594,blue,2078,red,red,blue,blue,blue,blue,9,1,1,3,1,5,0,0,1,0
33595,blue,2570,red,red,blue,blue,blue,blue,7,2,1,4,1,5,0,0,1,0
33596,blue,1813,blue,red,blue,blue,red,nobody,6,1,1,1,0,5,0,0,2,0
33597,red,1820,blue,red,red,red,red,nobody,4,0,0,0,0,8,1,1,3,0
33598,red,1310,red,red,red,nobody,red,red,0,0,0,0,0,6,1,0,3,1
33599,red,1840,red,red,nobody,red,red,red,0,0,0,0,0,7,0,1,3,1
33600,blue,1264,blue,blue,nobody,blue,blue,blue,4,0,1,1,1,1,0,0,0,0
33601,red,2666,blue,blue,red,red,blue,blue,6,1,1,1,1,11,5,1,4,0
33602,red,1880,red,red,red,red,red,red,2,0,0,1,0,11,3,1,2,1
33603,blue,1884,blue,blue,blue,blue,blue,red,10,2,1,1,0,4,0,0,2,1
33604,red,1198,red,red,nobody,nobody,blue,nobody,0,0,0,1,0,6,0,0,0,0
33605,red,1807,blue,red,red,red,red,red,2,0,0,0,0,7,2,1,3,1
33606,blue,2175,red,red,blue,blue,red,nobody,10,2,1,2,0,4,0,0,2,0
33607,red,1807,blue,red,red,red,red,blue,3,0,0,0,1,11,4,1,2,0
33608,red,2408,red,red,red,blue,red,blue,5,0,1,0,1,10,4,0,4,0
33609,blue,2662,blue,blue,blue,blue,blue,nobody,10,4,2,3,0,5,1,0,1,0
33610,red,1274,blue,red,nobody,nobody,blue,nobody,0,0,0,1,0,4,0,0,1,0
33611,blue,1502,red,blue,blue,nobody,blue,nobody,9,1,0,2,0,0,0,0,0,0
33612,red,1537,red,blue,red,red,red,red,3,0,0,0,0,7,1,1,2,1
33613,red,2150,red,blue,red,red,blue,red,5,1,0,2,0,10,4,1,3,1
33614,red,1904,blue,red,red,nobody,red,blue,2,0,0,0,1,9,2,0,3,0
33615,red,2452,blue,blue,red,nobody,red,nobody,5,0,0,0,0,10,2,0,4,0
33616,red,1586,red,blue,red,red,red,red,5,0,0,1,0,9,2,1,2,1
33617,red,1781,blue,red,red,red,blue,nobody,4,0,0,2,0,7,1,1,1,0
33618,blue,1613,blue,red,blue,nobody,red,nobody,9,2,0,1,0,4,0,0,1,0
33619,red,1314,red,red,red,red,red,red,1,0,0,0,0,7,1,1,1,1
33620,blue,1256,red,red,nobody,nobody,blue,blue,4,0,0,2,1,2,0,0,0,0
33621,red,1088,red,red,red,nobody,red,red,0,0,0,0,0,10,2,0,1,1
33622,blue,1971,blue,blue,blue,blue,blue,blue,11,3,2,4,1,1,0,0,0,0
33623,blue,1979,blue,blue,blue,nobody,blue,blue,9,1,0,2,1,1,0,0,1,0
33624,blue,1801,red,blue,blue,blue,blue,nobody,8,2,1,3,0,0,0,0,0,0
33625,red,1785,blue,red,red,red,red,red,1,0,0,0,0,11,2,1,4,1
33626,red,1323,red,red,nobody,nobody,blue,nobody,1,0,0,1,0,5,0,0,2,0
33627,blue,1686,red,blue,blue,nobody,red,blue,8,1,0,2,1,0,0,0,1,0
33628,blue,1956,blue,blue,blue,nobody,blue,blue,5,1,0,3,1,0,0,0,0,0
33629,blue,1849,blue,blue,blue,nobody,red,blue,11,4,0,2,1,0,0,0,1,0
33630,blue,1187,blue,blue,blue,nobody,blue,nobody,8,1,0,1,0,1,0,0,0,0
33631,blue,1880,red,red,blue,blue,blue,blue,11,2,1,2,1,1,0,0,1,0
33632,blue,944,blue,blue,nobody,nobody,blue,red,3,0,0,1,0,0,0,0,0,1
33633,red,1459,blue,red,red,nobody,red,nobody,0,0,0,0,0,11,3,0,3,0
33634,blue,2957,blue,red,blue,red,blue,nobody,9,1,1,3,0,6,0,2,2,0
33635,blue,2151,red,red,blue,blue,red,nobody,10,3,1,1,0,3,0,0,3,0
33636,red,1517,blue,red,red,nobody,red,red,0,0,0,0,0,11,3,0,1,1
33637,red,1879,blue,red,red,red,red,nobody,0,0,0,0,0,9,2,1,3,0
33638,red,1602,red,blue,red,nobody,red,blue,2,0,0,1,1,8,2,0,2,0
33639,blue,2701,blue,blue,blue,blue,blue,nobody,10,2,1,4,0,6,1,1,1,0
33640,blue,1432,blue,blue,blue,nobody,red,nobody,11,3,0,1,0,1,0,0,1,0
33641,blue,213,red,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33642,blue,1514,red,blue,blue,nobody,blue,red,6,1,0,2,0,2,0,0,0,1
33643,blue,1611,red,red,blue,blue,red,red,7,1,1,1,0,3,0,0,2,1
33644,red,2676,blue,blue,blue,blue,red,red,11,5,2,1,0,8,3,1,3,1
33645,red,2203,blue,blue,red,red,red,nobody,2,0,0,1,0,9,2,1,2,0
33646,red,1270,red,red,nobody,nobody,red,red,0,0,0,0,0,4,0,0,2,1
33647,red,200,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33648,red,1798,blue,blue,red,red,red,red,1,0,0,0,0,8,2,1,2,1
33649,red,1688,blue,red,red,red,red,red,2,0,0,0,0,10,2,1,3,1
33650,blue,940,blue,blue,nobody,nobody,blue,nobody,3,0,0,1,0,0,0,0,0,0
33651,blue,1699,red,blue,blue,blue,red,nobody,8,1,1,2,0,2,0,0,1,0
33652,red,1215,blue,red,red,nobody,red,red,0,0,0,0,0,6,1,0,1,1
33653,blue,1449,blue,red,blue,nobody,blue,blue,7,1,0,3,1,1,0,0,0,0
33654,blue,2420,blue,red,blue,blue,blue,red,9,2,1,3,0,6,0,0,2,1
33655,red,1702,red,red,red,red,blue,nobody,2,0,0,1,0,9,2,1,2,0
33656,red,2110,blue,red,red,red,blue,nobody,0,0,0,2,0,10,3,1,2,0
33657,red,2124,red,blue,red,red,blue,nobody,4,0,0,1,0,8,1,1,2,0
33658,red,927,red,red,nobody,nobody,red,red,0,0,0,0,0,3,0,0,1,1
33659,blue,2653,blue,blue,blue,blue,blue,nobody,9,2,1,5,0,3,0,0,0,0
33660,red,1872,blue,red,red,nobody,red,nobody,1,0,0,0,0,8,1,0,2,0
33661,red,1261,red,red,nobody,nobody,nobody,nobody,0,0,0,0,0,4,0,0,0,0
33662,red,2080,red,blue,red,red,red,blue,3,0,0,0,1,9,3,2,4,0
33663,red,2177,blue,red,red,red,red,red,3,0,0,0,0,11,5,2,3,1
33664,red,1963,blue,red,red,nobody,red,nobody,1,0,0,1,0,11,4,0,2,0
33665,blue,1885,red,blue,blue,blue,blue,blue,10,3,1,3,1,0,0,0,0,0
33666,blue,2305,blue,blue,red,red,blue,blue,10,2,1,3,1,7,1,1,1,0
33667,red,2681,blue,blue,red,blue,red,nobody,5,0,1,1,0,10,3,0,4,0
33668,red,2224,red,blue,red,red,blue,nobody,5,1,0,1,0,10,3,1,3,0
33669,blue,1224,red,blue,nobody,nobody,red,nobody,4,0,0,1,0,0,0,0,1,0
33670,blue,1374,blue,blue,blue,nobody,blue,red,9,3,0,2,0,1,0,0,0,1
33671,red,1346,red,red,red,red,nobody,red,2,0,0,0,0,9,1,1,0,1
33672,red,2263,blue,blue,red,red,blue,nobody,7,0,0,3,0,8,2,1,1,0
33673,red,1210,red,red,nobody,nobody,red,red,0,0,0,0,0,7,0,0,2,1
33674,blue,1301,red,blue,nobody,nobody,blue,nobody,6,0,0,2,0,0,0,0,0,0
33675,blue,1722,red,blue,blue,blue,blue,blue,9,1,1,2,1,0,0,0,0,0
33676,red,1597,red,red,red,nobody,red,nobody,1,0,0,0,0,11,3,0,2,0
33677,red,2654,red,blue,red,blue,red,nobody,5,0,1,0,0,11,4,1,6,0
33678,blue,201,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33679,red,1698,blue,red,red,red,red,red,2,0,0,0,0,10,2,1,2,1
33680,red,2030,red,red,red,blue,red,nobody,3,0,1,0,0,11,3,1,4,0
33681,blue,1828,blue,blue,blue,blue,red,red,9,2,1,1,0,2,0,0,2,1
33682,red,2001,red,red,blue,nobody,red,blue,5,1,0,0,1,8,1,0,2,0
33683,blue,196,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33684,blue,2496,blue,blue,blue,blue,blue,blue,11,8,3,5,1,1,0,0,0,0
33685,blue,1443,blue,blue,blue,blue,red,blue,11,3,1,2,1,0,0,0,1,0
33686,red,1360,blue,red,red,nobody,red,red,2,0,0,1,0,9,2,0,1,1
33687,red,1912,blue,red,blue,red,red,nobody,7,1,0,1,0,6,1,1,2,0
33688,red,2840,red,red,red,red,red,red,6,2,1,1,0,10,3,2,3,1
33689,red,2116,blue,red,red,red,red,nobody,4,0,0,0,0,11,4,1,2,0
33690,red,1609,red,red,red,red,red,red,0,0,0,0,0,9,3,1,4,1
33691,blue,1254,blue,blue,nobody,nobody,blue,nobody,5,0,0,3,0,0,0,0,0,0
33692,blue,2134,blue,blue,blue,blue,red,nobody,10,2,1,1,0,4,0,0,2,0
33693,blue,2293,red,red,blue,blue,blue,blue,9,1,1,2,1,5,0,0,2,0
33694,blue,2297,red,red,blue,blue,red,nobody,10,2,2,1,0,6,0,0,2,0
33695,blue,2446,blue,blue,blue,blue,red,nobody,10,2,2,2,0,4,0,0,2,0
33696,blue,1520,blue,blue,blue,nobody,blue,blue,10,2,0,2,1,1,0,0,0,0
33697,red,1558,red,blue,nobody,nobody,red,red,1,0,0,1,0,4,0,0,1,1
33698,red,2107,red,blue,red,blue,red,blue,7,1,1,0,1,10,1,0,3,0
33699,red,2607,blue,red,red,blue,red,nobody,4,0,1,2,0,6,1,1,1,0
33700,red,1899,red,blue,blue,red,red,blue,7,1,0,1,1,9,2,1,2,0
33701,blue,1939,red,red,blue,nobody,red,nobody,11,3,0,3,0,3,0,0,1,0
33702,red,2123,red,red,blue,red,blue,nobody,8,2,0,4,0,7,1,1,0,0
33703,blue,2029,red,blue,blue,blue,blue,blue,11,4,1,3,1,2,0,0,0,0
33704,blue,2026,red,blue,blue,red,red,blue,11,4,0,3,1,0,0,1,1,0
33705,red,1501,red,blue,red,red,red,red,2,0,0,0,0,11,2,1,2,1
33706,red,2500,red,blue,red,blue,blue,nobody,5,0,2,4,0,10,2,0,0,0
33707,red,2053,red,red,red,red,red,nobody,1,0,0,1,0,11,3,1,2,0
33708,red,1875,red,red,red,nobody,red,nobody,2,0,0,0,0,11,5,0,2,0
33709,blue,1338,red,blue,blue,nobody,blue,blue,7,2,0,2,1,0,0,0,0,0
33710,blue,1265,red,blue,blue,nobody,nobody,nobody,9,2,0,0,0,0,0,0,0,0
33711,blue,1729,blue,blue,blue,nobody,red,blue,9,1,0,2,1,2,0,0,1,0
33712,red,1456,blue,red,red,red,blue,red,3,0,0,1,0,6,1,1,1,1
33713,red,1679,blue,red,red,red,blue,nobody,3,0,0,1,0,7,1,1,2,0
33714,red,2657,red,red,red,red,red,nobody,3,0,1,4,0,11,4,1,1,0
33715,red,2264,blue,red,blue,blue,red,red,6,1,1,0,0,9,1,1,3,1
33716,blue,196,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33717,red,2752,red,red,red,blue,red,nobody,4,0,2,3,0,10,1,0,2,0
33718,blue,194,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33719,red,1396,red,blue,nobody,nobody,blue,red,1,0,0,1,0,3,0,0,1,1
33720,blue,1566,blue,blue,blue,nobody,red,red,10,2,0,0,0,3,0,0,2,1
33721,blue,1693,blue,blue,blue,nobody,blue,nobody,11,2,0,2,0,0,0,0,0,0
33722,blue,2059,blue,blue,blue,blue,blue,blue,11,3,1,4,1,1,0,0,0,0
33723,red,1265,red,red,nobody,nobody,red,nobody,1,0,0,0,0,3,0,0,1,0
33724,red,2076,blue,blue,red,nobody,blue,nobody,4,0,0,3,0,9,1,0,0,0
33725,red,1376,red,red,red,nobody,red,red,2,0,0,0,0,10,1,0,2,1
33726,red,1696,blue,red,red,red,red,red,0,0,0,0,0,11,4,1,4,1
33727,red,2064,blue,red,red,red,blue,nobody,4,0,0,1,0,11,4,1,2,0
33728,blue,1929,red,red,blue,blue,blue,blue,8,1,1,2,1,5,0,0,1,0
33729,blue,1971,blue,blue,blue,nobody,red,nobody,11,3,0,2,0,1,0,0,1,0
33730,blue,196,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33731,red,3051,red,red,blue,red,blue,nobody,5,1,0,3,0,11,2,3,2,0
33732,blue,198,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33733,blue,2229,blue,blue,blue,blue,red,nobody,11,3,1,2,0,2,0,0,1,0
33734,red,1551,blue,red,red,red,red,nobody,1,0,0,0,0,7,2,1,2,0
33735,red,2223,red,blue,red,red,red,nobody,3,0,0,0,0,10,3,1,3,0
33736,red,1596,blue,red,red,nobody,red,red,0,0,0,0,0,9,2,0,2,1
33737,blue,2299,red,blue,blue,red,blue,blue,8,2,0,4,1,5,0,1,0,0
33738,red,2024,blue,blue,red,red,blue,blue,4,0,0,1,1,11,2,1,2,0
33739,blue,2275,blue,blue,red,blue,red,nobody,11,3,1,2,0,5,1,0,2,0
33740,red,1638,blue,red,red,red,red,red,1,0,0,2,0,9,2,1,1,1
33741,blue,2205,red,blue,blue,blue,red,red,7,1,1,1,0,7,0,0,3,1
